,Club_Name,Name,Event,Role,Fest_Name,Roll No.
3324,,miranda savage,fest_2_event_8,,fest_2,18XJ1A0272
3088,,miranda savage,fest_2_event_9,,fest_2,18XJ1A0272
1899,,miranda savage,fest_2_event_6,,fest_2,18XJ1A0272
5153,,miranda savage,fest_1_event_2,,fest_2,18XJ1A0272
5298,,miranda savage,fest_1_event_1,,fest_1,18XJ1A0272
5212,,miranda savage,fest_1_event_10,,fest_1,18XJ1A0272
2002,,miranda savage,fest_2_event_10,,fest_2,18XJ1A0272
3463,,miranda savage,fest_2_event_11,,fest_2,18XJ1A0272
4942,,miranda savage,fest_1_event_9,,fest_1,18XJ1A0272
3418,,miranda savage,fest_2_event_14,,fest_2,18XJ1A0272
1146,,miranda savage,fest_2_event_8,,fest_2,18XJ1A0272
3905,,miranda savage,fest_2_event_2,,fest_2,18XJ1A0272
1867,,miranda savage,fest_2_event_14,,fest_2,18XJ1A0272
3804,,miranda savage,fest_1_event_11,,fest_1,18XJ1A0272
2078,,miranda savage,fest_1_event_3,,fest_1,18XJ1A0272
1745,,miranda savage,fest_2_event_4,,fest_2,18XJ1A0272
1388,,miranda savage,fest_1_event_10,,fest_1,18XJ1A0272
3151,,miranda savage,fest_2_event_9,,fest_2,18XJ1A0272
1871,,miranda savage,fest_1_event_4,,fest_1,18XJ1A0272
4655,,miranda savage,fest_2_event_1,,fest_2,18XJ1A0272
2548,,miranda savage,fest_2_event_3,,fest_2,18XJ1A0272
4204,,miranda savage,fest_2_event_13,,fest_2,18XJ1A0272
2703,,miranda savage,fest_2_event_11,,fest_2,18XJ1A0272
5416,,miranda savage,fest_1_event_7,,fest_1,18XJ1A0272
1875,,miranda savage,fest_2_event_12,,fest_2,18XJ1A0272
2816,,miranda savage,fest_1_event_7,,fest_1,18XJ1A0272
4752,,miranda savage,fest_2_event_11,,fest_2,18XJ1A0272
4746,,miranda savage,fest_1_event_13,,fest_1,18XJ1A0272
3730,,miranda savage,fest_1_event_12,,fest_1,18XJ1A0272
1681,,miranda savage,fest_1_event_1,,fest_1,18XJ1A0272
3822,,miranda savage,fest_2_event_13,,fest_2,18XJ1A0272
3705,,miranda savage,fest_2_event_2,,fest_2,18XJ1A0272
4710,,miranda savage,fest_2_event_1,,fest_2,18XJ1A0272
5095,,miranda savage,fest_2_event_6,,fest_2,18XJ1A0272
2830,,miranda savage,fest_1_event_8,,fest_1,18XJ1A0272
1291,,miranda savage,fest_2_event_3,,fest_2,18XJ1A0272
4854,,miranda savage,fest_2_event_9,,fest_2,18XJ1A0272
4211,,miranda savage,fest_1_event_12,,fest_1,18XJ1A0272
463,club_1,kaycee coker,club_1_event_2,Participant,,18XJ1A0273
750,club_2,kaycee coker,club_2_event_1,Participant,,18XJ1A0273
262,club_1,kaycee coker,club_1_event_1,Participant,,18XJ1A0273
565,club_3,kaycee coker,club_3_event_3,Participant,,18XJ1A0273
810,club_3,kaycee coker,club_3_event_1,Participant,,18XJ1A0273
512,club_1,kaycee coker,club_1_event_1,Participant,,18XJ1A0273
3113,,alina ervin,fest_2_event_14,,fest_2,18XJ1A0274
3297,,alina ervin,fest_2_event_9,,fest_2,18XJ1A0274
4676,,alina ervin,fest_2_event_5,,fest_2,18XJ1A0274
5303,,alina ervin,fest_2_event_8,,fest_2,18XJ1A0274
1172,,alina ervin,fest_1_event_8,,fest_1,18XJ1A0274
1085,,alina ervin,fest_1_event_11,,fest_1,18XJ1A0274
64,club_2,alina ervin,club_2_event_1,Participant,,18XJ1A0274
3215,,alina ervin,fest_1_event_6,,fest_1,18XJ1A0274
4774,,alina ervin,fest_2_event_15,,fest_2,18XJ1A0274
1514,,alina ervin,fest_2_event_1,,fest_2,18XJ1A0274
966,club_1,alina ervin,club_1_event_2,Participant,,18XJ1A0274
3998,,alina ervin,fest_2_event_5,,fest_2,18XJ1A0274
2030,,alina ervin,fest_2_event_1,,fest_2,18XJ1A0274
1939,,alina ervin,fest_2_event_14,,fest_2,18XJ1A0274
4141,,alina ervin,fest_2_event_13,,fest_2,18XJ1A0274
743,club_3,alina ervin,club_3_event_3,Participant,,18XJ1A0274
4670,,alina ervin,fest_2_event_11,,fest_2,18XJ1A0274
1730,,alina ervin,fest_1_event_13,,fest_1,18XJ1A0274
5074,,alina ervin,fest_2_event_13,,fest_2,18XJ1A0274
2296,,alina ervin,fest_2_event_5,,fest_2,18XJ1A0274
3867,,alina ervin,fest_1_event_5,,fest_1,18XJ1A0274
1284,,alina ervin,fest_2_event_1,,fest_2,18XJ1A0274
1685,,alina ervin,fest_2_event_11,,fest_2,18XJ1A0274
1022,,alina ervin,fest_2_event_15,,fest_2,18XJ1A0274
1255,,alina ervin,fest_1_event_2,,fest_2,18XJ1A0274
4164,,alina ervin,fest_2_event_3,,fest_2,18XJ1A0274
2634,,alina ervin,fest_1_event_1,,fest_1,18XJ1A0274
3071,,alina ervin,fest_2_event_1,,fest_2,18XJ1A0274
4840,,alina ervin,fest_1_event_4,,fest_1,18XJ1A0274
2388,,alina ervin,fest_1_event_8,,fest_1,18XJ1A0274
3123,,alina ervin,fest_2_event_1,,fest_2,18XJ1A0274
1600,,alina ervin,fest_2_event_1,,fest_2,18XJ1A0274
2190,,alina ervin,fest_1_event_6,,fest_1,18XJ1A0274
5122,,alina ervin,fest_2_event_3,,fest_2,18XJ1A0274
2373,,alina ervin,fest_2_event_4,,fest_2,18XJ1A0274
634,club_3,alina ervin,club_3_event_2,Participant,,18XJ1A0274
2813,,alina ervin,fest_2_event_12,,fest_2,18XJ1A0274
1254,,alina ervin,fest_1_event_10,,fest_1,18XJ1A0274
1091,,alina ervin,fest_1_event_4,,fest_1,18XJ1A0274
4199,,luiz mclaughlin,fest_2_event_15,,fest_2,18XJ1A0275
1376,,luiz mclaughlin,fest_1_event_2,,fest_2,18XJ1A0275
2161,,luiz mclaughlin,fest_1_event_7,,fest_1,18XJ1A0275
2737,,luiz mclaughlin,fest_1_event_5,,fest_1,18XJ1A0275
1345,,luiz mclaughlin,fest_2_event_9,,fest_2,18XJ1A0275
4044,,luiz mclaughlin,fest_1_event_6,,fest_1,18XJ1A0275
4097,,luiz mclaughlin,fest_1_event_1,,fest_1,18XJ1A0275
3421,,luiz mclaughlin,fest_2_event_1,,fest_2,18XJ1A0275
2966,,luiz mclaughlin,fest_1_event_10,,fest_1,18XJ1A0275
2141,,luiz mclaughlin,fest_1_event_8,,fest_1,18XJ1A0275
3036,,luiz mclaughlin,fest_2_event_4,,fest_2,18XJ1A0275
1011,,luiz mclaughlin,fest_2_event_14,,fest_2,18XJ1A0275
4451,,herman turley,fest_2_event_1,,fest_2,18XJ1A0276
4697,,herman turley,fest_1_event_3,,fest_1,18XJ1A0276
1462,,herman turley,fest_1_event_2,,fest_2,18XJ1A0276
869,club_3,herman turley,club_3_event_1,Participant,,18XJ1A0276
2003,,herman turley,fest_2_event_5,,fest_2,18XJ1A0276
745,club_2,herman turley,club_2_event_1,Participant,,18XJ1A0276
1331,,herman turley,fest_1_event_4,,fest_1,18XJ1A0276
1158,,herman turley,fest_1_event_4,,fest_1,18XJ1A0276
3572,,herman turley,fest_2_event_2,,fest_2,18XJ1A0276
1540,,herman turley,fest_2_event_3,,fest_2,18XJ1A0276
3684,,herman turley,fest_1_event_5,,fest_1,18XJ1A0276
2472,,herman turley,fest_2_event_6,,fest_2,18XJ1A0276
1996,,herman turley,fest_2_event_15,,fest_2,18XJ1A0276
1755,,herman turley,fest_2_event_4,,fest_2,18XJ1A0276
1904,,keyla gorman,fest_2_event_13,,fest_2,18XJ1A0277
5265,,keyla gorman,fest_1_event_3,,fest_1,18XJ1A0277
319,club_3,keyla gorman,club_3_event_1,Participant,,18XJ1A0277
4333,,keyla gorman,fest_1_event_2,,fest_2,18XJ1A0277
4947,,keyla gorman,fest_1_event_2,,fest_2,18XJ1A0277
2806,,keyla gorman,fest_2_event_1,,fest_2,18XJ1A0277
1670,,keyla gorman,fest_2_event_9,,fest_2,18XJ1A0277
4761,,keyla gorman,fest_1_event_13,,fest_1,18XJ1A0277
5180,,keyla gorman,fest_1_event_5,,fest_1,18XJ1A0277
1697,,keyla gorman,fest_2_event_12,,fest_2,18XJ1A0277
2203,,keyla gorman,fest_2_event_2,,fest_2,18XJ1A0277
2034,,keyla gorman,fest_2_event_5,,fest_2,18XJ1A0277
2079,,keyla gorman,fest_2_event_3,,fest_2,18XJ1A0277
1835,,keyla gorman,fest_1_event_7,,fest_1,18XJ1A0277
3058,,keyla gorman,fest_2_event_4,,fest_2,18XJ1A0277
1438,,keyla gorman,fest_1_event_10,,fest_1,18XJ1A0277
5090,,keyla gorman,fest_1_event_13,,fest_1,18XJ1A0277
1700,,keyla gorman,fest_2_event_2,,fest_2,18XJ1A0277
3165,,keyla gorman,fest_1_event_9,,fest_1,18XJ1A0277
5324,,keyla gorman,fest_2_event_5,,fest_2,18XJ1A0277
286,club_2,keyla gorman,club_2_event_2,Participant,,18XJ1A0277
3107,,keyla gorman,fest_1_event_2,,fest_2,18XJ1A0277
4133,,keyla gorman,fest_2_event_1,,fest_2,18XJ1A0277
1374,,keyla gorman,fest_2_event_7,,fest_2,18XJ1A0277
5093,,keyla gorman,fest_1_event_4,,fest_1,18XJ1A0277
912,club_1,keyla gorman,club_1_event_1,Participant,,18XJ1A0277
4301,,keyla gorman,fest_2_event_10,,fest_2,18XJ1A0277
4805,,keyla gorman,fest_1_event_11,,fest_1,18XJ1A0277
2263,,keyla gorman,fest_2_event_3,,fest_2,18XJ1A0277
1101,,keyla gorman,fest_2_event_11,,fest_2,18XJ1A0277
167,club_3,jared gulley,club_3_event_1,Participant,,18XJ1A0279
3027,,griselda acuna,fest_2_event_6,,fest_2,18XJ1A0280
699,club_3,griselda acuna,club_3_event_1,Participant,,18XJ1A0280
323,club_1,griselda acuna,club_1_event_2,Participant,,18XJ1A0280
2011,,griselda acuna,fest_2_event_4,,fest_2,18XJ1A0280
86,club_2,griselda acuna,club_2_event_2,Participant,,18XJ1A0280
4386,,griselda acuna,fest_2_event_3,,fest_2,18XJ1A0280
367,club_2,griselda acuna,club_2_event_1,Participant,,18XJ1A0280
959,club_3,griselda acuna,club_3_event_2,Participant,,18XJ1A0280
2023,,griselda acuna,fest_2_event_1,,fest_2,18XJ1A0280
3114,,griselda acuna,fest_1_event_2,,fest_2,18XJ1A0280
1316,,griselda acuna,fest_1_event_5,,fest_1,18XJ1A0280
3385,,autum kohn,fest_1_event_4,,fest_1,18XJ1A0281
1642,,autum kohn,fest_2_event_4,,fest_2,18XJ1A0281
3670,,autum kohn,fest_2_event_8,,fest_2,18XJ1A0281
4155,,autum kohn,fest_1_event_8,,fest_1,18XJ1A0281
2111,,autum kohn,fest_2_event_15,,fest_2,18XJ1A0281
448,club_1,autum kohn,club_1_event_3,Participant,,18XJ1A0281
4355,,autum kohn,fest_1_event_9,,fest_1,18XJ1A0281
3872,,autum kohn,fest_1_event_6,,fest_1,18XJ1A0281
1858,,autum kohn,fest_2_event_14,,fest_2,18XJ1A0281
155,club_3,autum kohn,club_3_event_2,Participant,,18XJ1A0281
3363,,autum kohn,fest_2_event_3,,fest_2,18XJ1A0281
2041,,autum kohn,fest_2_event_2,,fest_2,18XJ1A0281
2460,,autum kohn,fest_2_event_5,,fest_2,18XJ1A0281
3614,,autum kohn,fest_1_event_3,,fest_1,18XJ1A0281
1429,,autum kohn,fest_1_event_5,,fest_1,18XJ1A0281
3921,,autum kohn,fest_2_event_13,,fest_2,18XJ1A0281
1407,,autum kohn,fest_2_event_7,,fest_2,18XJ1A0281
934,club_2,deangelo neuman,club_2_event_1,Participant,,18XJ1A0284
698,club_1,deangelo neuman,club_1_event_2,Participant,,18XJ1A0284
407,club_1,deangelo neuman,club_1_event_3,Participant,,18XJ1A0284
588,club_3,deangelo neuman,club_3_event_2,Participant,,18XJ1A0284
32,club_1,deangelo neuman,club_1_event_1,Participant,,18XJ1A0284
603,club_2,deangelo neuman,club_2_event_2,Participant,,18XJ1A0284
118,club_2,deangelo neuman,club_2_event_3,Participant,,18XJ1A0284
842,club_3,deangelo neuman,club_3_event_1,Participant,,18XJ1A0284
836,club_3,brionna grimes,club_3_event_2,organiser_2,,18XJ1A0285
494,club_3,brionna grimes,club_3_event_2,Participant,,18XJ1A0285
61,club_2,brionna grimes,club_2_event_1,Participant,,18XJ1A0285
483,club_3,brionna grimes,club_3_event_3,Participant,,18XJ1A0285
200,club_1,brionna grimes,club_1_event_1,Participant,,18XJ1A0285
279,club_1,brionna grimes,club_1_event_2,Participant,,18XJ1A0285
700,club_1,brionna grimes,club_1_event_1,Participant,,18XJ1A0285
649,club_1,brionna grimes,club_1_event_2,Participant,,18XJ1A0285
252,club_3,brionna grimes,club_3_event_1,organiser_2,,18XJ1A0285
776,club_3,brionna grimes,club_3_event_3,organiser_2,,18XJ1A0285
4043,,coleman peace,fest_1_event_12,,fest_1,18XJ1A0286
269,club_2,coleman peace,club_2_event_1,Participant,,18XJ1A0286
4387,,coleman peace,fest_2_event_11,,fest_2,18XJ1A0286
1424,,coleman peace,fest_2_event_7,,fest_2,18XJ1A0286
1097,,coleman peace,fest_2_event_4,,fest_2,18XJ1A0286
4976,,coleman peace,fest_1_event_13,,fest_1,18XJ1A0286
5348,,coleman peace,fest_2_event_5,,fest_2,18XJ1A0286
4063,,coleman peace,fest_2_event_1,,fest_2,18XJ1A0286
1907,,coleman peace,fest_2_event_1,,fest_2,18XJ1A0286
682,club_1,coleman peace,club_1_event_2,Participant,,18XJ1A0286
3318,,coleman peace,fest_1_event_3,,fest_1,18XJ1A0286
3392,,coleman peace,fest_1_event_2,,fest_2,18XJ1A0286
5306,,coleman peace,fest_2_event_2,,fest_2,18XJ1A0286
5023,,coleman peace,fest_2_event_4,,fest_2,18XJ1A0286
1070,,coleman peace,fest_1_event_10,,fest_1,18XJ1A0286
2166,,coleman peace,fest_2_event_13,,fest_2,18XJ1A0286
4714,,coleman peace,fest_2_event_12,,fest_2,18XJ1A0286
4162,,coleman peace,fest_1_event_11,,fest_1,18XJ1A0286
2958,,coleman peace,fest_1_event_1,,fest_1,18XJ1A0286
4061,,coleman peace,fest_2_event_8,,fest_2,18XJ1A0286
3769,,coleman peace,fest_2_event_10,,fest_2,18XJ1A0286
3064,,coleman peace,fest_1_event_8,,fest_1,18XJ1A0286
724,club_2,mireya godfrey,club_2_event_2,Participant,,18XJ1A0287
4503,,mireya godfrey,fest_2_event_4,,fest_2,18XJ1A0287
2095,,mireya godfrey,fest_1_event_13,,fest_1,18XJ1A0287
3265,,mireya godfrey,fest_2_event_1,,fest_2,18XJ1A0287
5433,,mireya godfrey,fest_1_event_8,,fest_1,18XJ1A0287
1428,,mireya godfrey,fest_1_event_3,,fest_1,18XJ1A0287
1503,,mireya godfrey,fest_1_event_2,,fest_2,18XJ1A0287
3092,,mireya godfrey,fest_1_event_5,,fest_1,18XJ1A0287
2346,,mireya godfrey,fest_2_event_6,,fest_2,18XJ1A0287
2364,,mireya godfrey,fest_2_event_2,,fest_2,18XJ1A0287
3079,,mireya godfrey,fest_2_event_6,,fest_2,18XJ1A0287
1884,,mireya godfrey,fest_1_event_2,,fest_2,18XJ1A0287
142,club_3,mireya godfrey,club_3_event_1,Participant,,18XJ1A0287
1574,,lyndsay schuler,fest_2_event_3,,fest_2,18XJ1A0289
1789,,lyndsay schuler,fest_2_event_15,,fest_2,18XJ1A0289
3649,,lyndsay schuler,fest_1_event_3,,fest_1,18XJ1A0289
4270,,lyndsay schuler,fest_2_event_5,,fest_2,18XJ1A0289
642,club_3,lyndsay schuler,club_3_event_2,Participant,,18XJ1A0289
66,club_2,lyndsay schuler,club_2_event_1,Participant,,18XJ1A0289
2218,,lyndsay schuler,fest_2_event_2,,fest_2,18XJ1A0289
2746,,lyndsay schuler,fest_2_event_1,,fest_2,18XJ1A0289
3305,,lyndsay schuler,fest_2_event_8,,fest_2,18XJ1A0289
4034,,lyndsay schuler,fest_2_event_5,,fest_2,18XJ1A0289
1427,,lyndsay schuler,fest_2_event_5,,fest_2,18XJ1A0289
1507,,lyndsay schuler,fest_1_event_4,,fest_1,18XJ1A0289
620,club_1,lyndsay schuler,club_1_event_2,Participant,,18XJ1A0289
4153,,lyndsay schuler,fest_1_event_4,,fest_1,18XJ1A0289
666,club_1,lyndsay schuler,club_1_event_1,Participant,,18XJ1A0289
1586,,lyndsay schuler,fest_2_event_4,,fest_2,18XJ1A0289
4777,,lyndsay schuler,fest_2_event_2,,fest_2,18XJ1A0289
413,club_3,lyndsay schuler,club_3_event_2,Participant,,18XJ1A0289
4225,,keon griffin,fest_2_event_14,,fest_2,18XJ1A0290
5263,,keon griffin,fest_1_event_2,,fest_2,18XJ1A0290
3758,,keon griffin,fest_1_event_11,,fest_1,18XJ1A0290
1235,,keon griffin,fest_2_event_12,,fest_2,18XJ1A0290
2123,,keon griffin,fest_2_event_4,,fest_2,18XJ1A0290
4374,,keon griffin,fest_1_event_8,,fest_1,18XJ1A0290
4853,,keon griffin,fest_1_event_13,,fest_1,18XJ1A0290
3756,,keon griffin,fest_2_event_5,,fest_2,18XJ1A0290
1083,,keon griffin,fest_2_event_8,,fest_2,18XJ1A0290
5014,,keon griffin,fest_2_event_7,,fest_2,18XJ1A0290
4291,,keon griffin,fest_2_event_15,,fest_2,18XJ1A0290
2791,,keon griffin,fest_1_event_3,,fest_1,18XJ1A0290
2276,,keon griffin,fest_1_event_5,,fest_1,18XJ1A0290
523,club_3,jacy tipton,club_3_event_1,Participant,,18XJ1A0291
159,club_2,jacy tipton,club_2_event_2,Participant,,18XJ1A0291
607,club_2,jacy tipton,club_2_event_2,Participant,,18XJ1A0291
295,club_3,jacy tipton,club_3_event_1,Participant,,18XJ1A0291
822,club_1,jacy tipton,club_1_event_1,Participant,,18XJ1A0291
418,club_2,luciano sims,club_2_event_2,Participant,,18XJ1A0292
956,club_2,luciano sims,club_2_event_1,Participant,,18XJ1A0292
694,club_3,luciano sims,club_3_event_1,Participant,,18XJ1A0292
90,club_1,luciano sims,club_1_event_3,Participant,,18XJ1A0292
156,club_1,luciano sims,club_1_event_2,Participant,,18XJ1A0292
4308,,monica grabowski,fest_1_event_10,,fest_1,18XJ1A0293
1636,,monica grabowski,fest_1_event_7,,fest_1,18XJ1A0293
4548,,monica grabowski,fest_1_event_3,,fest_1,18XJ1A0293
2477,,monica grabowski,fest_2_event_3,,fest_2,18XJ1A0293
4267,,monica grabowski,fest_1_event_1,,fest_1,18XJ1A0293
2471,,monica grabowski,fest_1_event_5,,fest_1,18XJ1A0293
4941,,monica grabowski,fest_1_event_12,,fest_1,18XJ1A0293
1007,,monica grabowski,fest_2_event_6,,fest_2,18XJ1A0293
1826,,monica grabowski,fest_1_event_6,,fest_1,18XJ1A0293
2708,,monica grabowski,fest_2_event_14,,fest_2,18XJ1A0293
4996,,monica grabowski,fest_2_event_9,,fest_2,18XJ1A0293
4195,,monica grabowski,fest_2_event_8,,fest_2,18XJ1A0293
3387,,monica grabowski,fest_1_event_5,,fest_1,18XJ1A0293
1072,,monica grabowski,fest_2_event_2,,fest_2,18XJ1A0293
2337,,monica grabowski,fest_1_event_9,,fest_1,18XJ1A0293
3656,,monica grabowski,fest_2_event_13,,fest_2,18XJ1A0293
1305,,monica grabowski,fest_1_event_11,,fest_1,18XJ1A0293
317,club_1,maxim turk,club_1_event_1,Participant,,18XJ1A0296
676,club_2,ruth cook,club_2_event_3,Participant,,18XJ1A0297
2214,,ruth cook,fest_1_event_2,,fest_2,18XJ1A0297
5377,,ruth cook,fest_2_event_7,,fest_2,18XJ1A0297
4375,,ruth cook,fest_2_event_15,,fest_2,18XJ1A0297
4231,,ruth cook,fest_1_event_7,,fest_1,18XJ1A0297
2796,,ruth cook,fest_1_event_5,,fest_1,18XJ1A0297
4053,,ruth cook,fest_2_event_13,,fest_2,18XJ1A0297
2612,,ruth cook,fest_2_event_2,,fest_2,18XJ1A0297
5259,,ruth cook,fest_2_event_12,,fest_2,18XJ1A0297
4889,,ruth cook,fest_2_event_11,,fest_2,18XJ1A0297
829,club_1,lukas mcgee,club_1_event_3,Participant,,18XJ1A0298
227,club_3,lukas mcgee,club_3_event_2,Participant,,18XJ1A0298
884,club_3,lukas mcgee,club_3_event_1,Participant,,18XJ1A0298
275,club_3,lukas mcgee,club_3_event_3,Participant,,18XJ1A0298
631,club_2,cristobal fallon,club_2_event_1,organiser_2,,18XJ1A0300
925,club_2,cristobal fallon,club_2_event_2,Participant,,18XJ1A0300
788,club_2,cristobal fallon,club_2_event_3,organiser_2,,18XJ1A0300
377,club_3,cristobal fallon,club_3_event_2,Participant,,18XJ1A0300
4653,,cristobal fallon,fest_1_event_5,,fest_1,18XJ1A0300
854,club_2,cristobal fallon,club_2_event_2,organiser_2,,18XJ1A0300
446,club_3,cristobal fallon,club_3_event_3,Participant,,18XJ1A0300
256,club_2,cristobal fallon,club_2_event_3,Participant,,18XJ1A0300
3243,,nora snyder,fest_2_event_10,,fest_2,18XJ1A0301
2297,,nora snyder,fest_2_event_12,,fest_2,18XJ1A0301
3051,,nora snyder,fest_1_event_12,,fest_1,18XJ1A0301
82,club_1,nora snyder,club_1_event_1,Participant,,18XJ1A0301
3700,,nora snyder,fest_1_event_13,,fest_1,18XJ1A0301
1125,,nora snyder,fest_1_event_6,,fest_1,18XJ1A0301
1346,,nora snyder,fest_2_event_6,,fest_2,18XJ1A0301
2556,,nora snyder,fest_2_event_1,,fest_2,18XJ1A0301
514,club_2,nora snyder,club_2_event_2,Participant,,18XJ1A0301
2344,,nora snyder,fest_2_event_3,,fest_2,18XJ1A0301
278,club_3,nora snyder,club_3_event_1,Participant,,18XJ1A0301
3578,,nora snyder,fest_1_event_8,,fest_1,18XJ1A0301
2881,,nora snyder,fest_2_event_11,,fest_2,18XJ1A0301
1081,,nora snyder,fest_2_event_8,,fest_2,18XJ1A0301
5249,,nora snyder,fest_1_event_9,,fest_1,18XJ1A0301
1003,,nora snyder,fest_1_event_5,,fest_1,18XJ1A0301
2275,,nora snyder,fest_2_event_5,,fest_2,18XJ1A0301
4283,,nora snyder,fest_2_event_7,,fest_2,18XJ1A0301
5272,,theron stroud,fest_2_event_5,,fest_2,18XJ1A0302
1985,,theron stroud,fest_2_event_14,,fest_2,18XJ1A0302
4419,,theron stroud,fest_2_event_7,,fest_2,18XJ1A0302
3789,,theron stroud,fest_1_event_10,,fest_1,18XJ1A0302
5451,,theron stroud,fest_1_event_6,,fest_1,18XJ1A0302
1634,,theron stroud,fest_1_event_8,,fest_1,18XJ1A0302
3239,,theron stroud,fest_2_event_9,,fest_2,18XJ1A0302
2423,,theron stroud,fest_2_event_4,,fest_2,18XJ1A0302
4907,,theron stroud,fest_1_event_11,,fest_1,18XJ1A0302
1442,,theron stroud,fest_1_event_7,,fest_1,18XJ1A0302
1290,,theron stroud,fest_2_event_8,,fest_2,18XJ1A0302
1446,,theron stroud,fest_2_event_6,,fest_2,18XJ1A0302
1816,,theron stroud,fest_2_event_11,,fest_2,18XJ1A0302
4118,,theron stroud,fest_2_event_2,,fest_2,18XJ1A0302
3206,,theron stroud,fest_1_event_2,,fest_2,18XJ1A0302
1164,,theron stroud,fest_1_event_13,,fest_1,18XJ1A0302
3865,,theron stroud,fest_2_event_10,,fest_2,18XJ1A0302
2943,,theron stroud,fest_1_event_12,,fest_1,18XJ1A0302
2131,,theron stroud,fest_1_event_3,,fest_1,18XJ1A0302
1182,,theron stroud,fest_1_event_9,,fest_1,18XJ1A0302
5166,,dania babb,fest_2_event_2,,fest_2,18XJ1A0304
4100,,dania babb,fest_1_event_8,,fest_1,18XJ1A0304
1754,,dania babb,fest_1_event_7,,fest_1,18XJ1A0304
1931,,dania babb,fest_1_event_3,,fest_1,18XJ1A0304
2545,,dania babb,fest_1_event_12,,fest_1,18XJ1A0304
2266,,dania babb,fest_2_event_9,,fest_2,18XJ1A0304
4324,,dania babb,fest_2_event_11,,fest_2,18XJ1A0304
5410,,dania babb,fest_2_event_7,,fest_2,18XJ1A0304
2473,,dania babb,fest_2_event_9,,fest_2,18XJ1A0304
5399,,dania babb,fest_2_event_6,,fest_2,18XJ1A0304
1267,,dania babb,fest_2_event_5,,fest_2,18XJ1A0304
4116,,dania babb,fest_2_event_15,,fest_2,18XJ1A0304
3764,,dania babb,fest_2_event_11,,fest_2,18XJ1A0304
3946,,dania babb,fest_2_event_13,,fest_2,18XJ1A0304
4549,,dania babb,fest_1_event_10,,fest_1,18XJ1A0304
4879,,dania babb,fest_1_event_7,,fest_1,18XJ1A0304
3843,,dania babb,fest_1_event_4,,fest_1,18XJ1A0304
4630,,dania babb,fest_2_event_10,,fest_2,18XJ1A0304
3452,,dania babb,fest_2_event_7,,fest_2,18XJ1A0304
2680,,dania babb,fest_2_event_12,,fest_2,18XJ1A0304
4634,,yessica rucker,fest_1_event_10,,fest_1,18XJ1A0305
2184,,yessica rucker,fest_2_event_4,,fest_2,18XJ1A0305
2989,,yessica rucker,fest_1_event_5,,fest_1,18XJ1A0305
2857,,yessica rucker,fest_2_event_10,,fest_2,18XJ1A0305
1165,,yessica rucker,fest_2_event_13,,fest_2,18XJ1A0305
5314,,yessica rucker,fest_1_event_12,,fest_1,18XJ1A0305
2059,,yessica rucker,fest_2_event_6,,fest_2,18XJ1A0305
2511,,yessica rucker,fest_2_event_11,,fest_2,18XJ1A0305
1213,,yessica rucker,fest_2_event_8,,fest_2,18XJ1A0305
3323,,yessica rucker,fest_2_event_12,,fest_2,18XJ1A0305
2869,,yessica rucker,fest_1_event_4,,fest_1,18XJ1A0305
3944,,yessica rucker,fest_1_event_8,,fest_1,18XJ1A0305
3630,,yessica rucker,fest_1_event_9,,fest_1,18XJ1A0305
3941,,yessica rucker,fest_1_event_11,,fest_1,18XJ1A0305
726,club_2,jonatan moses,club_2_event_2,Participant,,18XJ1A0306
222,club_3,jonatan moses,club_3_event_1,Participant,,18XJ1A0306
70,club_2,james patrick,club_2_event_2,Participant,,18XJ1A0307
4206,,james patrick,fest_2_event_15,,fest_2,18XJ1A0307
4281,,james patrick,fest_1_event_5,,fest_1,18XJ1A0307
2426,,james patrick,fest_1_event_7,,fest_1,18XJ1A0307
2659,,james patrick,fest_2_event_12,,fest_2,18XJ1A0307
1767,,james patrick,fest_1_event_11,,fest_1,18XJ1A0307
4120,,james patrick,fest_2_event_5,,fest_2,18XJ1A0307
3131,,james patrick,fest_2_event_4,,fest_2,18XJ1A0307
1906,,james patrick,fest_2_event_14,,fest_2,18XJ1A0307
3191,,james patrick,fest_2_event_7,,fest_2,18XJ1A0307
2503,,james patrick,fest_1_event_9,,fest_1,18XJ1A0307
2888,,james patrick,fest_1_event_9,,fest_1,18XJ1A0307
3176,,james patrick,fest_1_event_4,,fest_1,18XJ1A0307
849,club_3,james patrick,club_3_event_1,Participant,,18XJ1A0307
1577,,james patrick,fest_2_event_2,,fest_2,18XJ1A0307
1473,,james patrick,fest_1_event_7,,fest_1,18XJ1A0307
2065,,james patrick,fest_1_event_12,,fest_1,18XJ1A0307
3890,,james patrick,fest_2_event_1,,fest_2,18XJ1A0307
4003,,james patrick,fest_2_event_6,,fest_2,18XJ1A0307
4489,,james patrick,fest_2_event_4,,fest_2,18XJ1A0307
1230,,james patrick,fest_2_event_14,,fest_2,18XJ1A0307
4207,,james patrick,fest_2_event_5,,fest_2,18XJ1A0307
2068,,james patrick,fest_1_event_13,,fest_1,18XJ1A0307
1747,,james patrick,fest_1_event_3,,fest_1,18XJ1A0307
4284,,james patrick,fest_1_event_11,,fest_1,18XJ1A0307
4019,,james patrick,fest_1_event_4,,fest_1,18XJ1A0307
3892,,james patrick,fest_2_event_10,,fest_2,18XJ1A0307
2315,,james patrick,fest_2_event_10,,fest_2,18XJ1A0307
