,Roll No.,Name,Club_Name,Fest_Name,Event,Role
1342,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_8,
2974,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_5,
5299,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_14,
1328,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_1,
2534,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_7,
5185,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_12,
4252,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_4,
3113,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_3,
2908,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_3,
2658,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_3,
1981,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_1,
5151,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_11,
3020,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_8,
5368,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_5,
3175,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_2,
5010,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_5,
5325,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_8,
5218,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_5,
4292,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_8,
1352,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_11,
5069,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_5,
4318,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_1,
1451,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_4,
113,18XJ1A0250,roxanna toney,club_1,,club_1_event_2,Participant
2775,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
5071,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_10,
2805,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_3,
4229,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
1466,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_2,
1503,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_9,
3306,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_6,
5033,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_1,
3244,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_5,
1463,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_6,
1465,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_8,
2816,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_14,
1950,18XJ1A0250,roxanna toney,,fest_2,fest_1_event_2,
1092,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_7,
2457,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
4165,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_13,
5423,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_12,
3341,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_2,
79,18XJ1A0250,roxanna toney,club_3,,club_3_event_1,Participant
3514,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_5,
4526,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_7,
3911,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_3,
2096,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_1,
3960,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_3,
4074,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
4768,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_1,
4857,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_6,
2378,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_13,
3447,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_12,
4970,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_4,
2082,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_5,
2441,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_11,
3383,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_11,
4864,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
2415,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
405,18XJ1A0250,roxanna toney,club_3,,club_3_event_2,Participant
4961,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_9,
3499,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_9,
3695,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_10,
3865,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_12,
1726,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_14,
3990,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_7,
3833,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_13,
1101,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_13,
3533,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_13,
1176,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_10,
2338,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_4,
3601,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_14,
4398,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_10,
3841,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_5,
4767,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_13,
4758,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_7,
2283,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_15,
1624,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_3,
4413,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_2,
3685,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_4,
1058,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_13,
4378,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_5,
4419,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_4,
1669,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_5,
3740,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_11,
4665,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_10,
2276,18XJ1A0250,roxanna toney,,fest_2,fest_2_event_3,
4633,18XJ1A0250,roxanna toney,,fest_1,fest_1_event_6,
1858,18XJ1A0252,javier shipley,,fest_1,fest_1_event_4,
1528,18XJ1A0252,javier shipley,,fest_1,fest_1_event_11,
1879,18XJ1A0252,javier shipley,,fest_1,fest_1_event_6,
4734,18XJ1A0252,javier shipley,,fest_1,fest_1_event_8,
2132,18XJ1A0252,javier shipley,,fest_1,fest_1_event_10,
5106,18XJ1A0252,javier shipley,,fest_2,fest_2_event_14,
4431,18XJ1A0252,javier shipley,,fest_2,fest_2_event_8,
4614,18XJ1A0252,javier shipley,,fest_1,fest_1_event_7,
5175,18XJ1A0252,javier shipley,,fest_2,fest_2_event_9,
3631,18XJ1A0252,javier shipley,,fest_1,fest_1_event_3,
2248,18XJ1A0252,javier shipley,,fest_2,fest_2_event_7,
1995,18XJ1A0252,javier shipley,,fest_2,fest_2_event_10,
4563,18XJ1A0252,javier shipley,,fest_2,fest_2_event_1,
3074,18XJ1A0252,javier shipley,,fest_2,fest_2_event_5,
5246,18XJ1A0252,javier shipley,,fest_1,fest_1_event_10,
3033,18XJ1A0252,javier shipley,,fest_2,fest_2_event_6,
4334,18XJ1A0252,javier shipley,,fest_2,fest_2_event_2,
3364,18XJ1A0252,javier shipley,,fest_1,fest_1_event_9,
4205,18XJ1A0252,javier shipley,,fest_1,fest_1_event_9,
1983,18XJ1A0253,gaven kent,,fest_2,fest_2_event_6,
4818,18XJ1A0253,gaven kent,,fest_2,fest_2_event_10,
3463,18XJ1A0253,gaven kent,,fest_1,fest_1_event_11,
3100,18XJ1A0253,gaven kent,,fest_2,fest_2_event_9,
4395,18XJ1A0253,gaven kent,,fest_1,fest_1_event_6,
2616,18XJ1A0253,gaven kent,,fest_2,fest_2_event_13,
1872,18XJ1A0253,gaven kent,,fest_2,fest_2_event_7,
3520,18XJ1A0253,gaven kent,,fest_1,fest_1_event_9,
3085,18XJ1A0253,gaven kent,,fest_1,fest_1_event_8,
5230,18XJ1A0253,gaven kent,,fest_2,fest_2_event_14,
2064,18XJ1A0253,gaven kent,,fest_2,fest_2_event_8,
1239,18XJ1A0253,gaven kent,,fest_2,fest_1_event_2,
5365,18XJ1A0253,gaven kent,,fest_1,fest_1_event_12,
2799,18XJ1A0253,gaven kent,,fest_2,fest_2_event_11,
4158,18XJ1A0253,gaven kent,,fest_1,fest_1_event_7,
1942,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_7,
4669,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_12,
1341,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_6,
2877,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_13,
1959,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_6,
4796,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_4,
4706,18XJ1A0254,kasey gabriel,,fest_2,fest_1_event_2,
1857,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_15,
2251,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_13,
3017,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_10,
4428,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_15,
5063,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_11,
3518,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_10,
4484,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_5,
1427,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_3,
3205,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_8,
1733,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_6,
5383,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_14,
3218,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_5,
1046,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_7,
2440,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_1,
4962,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_3,
4514,18XJ1A0254,kasey gabriel,,fest_1,fest_1_event_9,
2768,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_11,
3309,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_9,
3000,18XJ1A0254,kasey gabriel,,fest_2,fest_2_event_7,
60,18XJ1A0255,thea mccloud,club_1,,club_1_event_1,Participant
1014,18XJ1A0255,thea mccloud,,fest_1,fest_1_event_4,
2922,18XJ1A0255,thea mccloud,,fest_2,fest_2_event_3,
4688,18XJ1A0255,thea mccloud,,fest_1,fest_1_event_5,
5336,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_15,
1991,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_14,
1957,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_10,
4105,18XJ1A0256,tyrique crane,,fest_1,fest_1_event_6,
1423,18XJ1A0256,tyrique crane,,fest_2,fest_1_event_2,
5374,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_1,
2451,18XJ1A0256,tyrique crane,,fest_1,fest_1_event_11,
3264,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_2,
2336,18XJ1A0256,tyrique crane,,fest_1,fest_1_event_1,
5380,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_3,
5137,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_5,
3352,18XJ1A0256,tyrique crane,,fest_2,fest_2_event_4,
5236,18XJ1A0256,tyrique crane,,fest_1,fest_1_event_4,
2314,18XJ1A0256,tyrique crane,,fest_1,fest_1_event_3,
1824,18XJ1A0257,matthias cordero,,fest_2,fest_2_event_5,
402,18XJ1A0257,matthias cordero,club_2,,club_2_event_2,Participant
4482,18XJ1A0257,matthias cordero,,fest_1,fest_1_event_4,
454,18XJ1A0257,matthias cordero,club_1,,club_1_event_1,Participant
210,18XJ1A0257,matthias cordero,club_2,,club_2_event_1,Participant
1922,18XJ1A0258,judith howland,,fest_2,fest_2_event_14,
1345,18XJ1A0258,judith howland,,fest_1,fest_1_event_13,
5007,18XJ1A0258,judith howland,,fest_1,fest_1_event_8,
3798,18XJ1A0258,judith howland,,fest_2,fest_2_event_3,
4896,18XJ1A0258,judith howland,,fest_2,fest_2_event_9,
417,18XJ1A0258,judith howland,club_3,,club_3_event_2,Participant
3557,18XJ1A0258,judith howland,,fest_1,fest_1_event_3,
2872,18XJ1A0258,judith howland,,fest_2,fest_2_event_10,
3725,18XJ1A0258,judith howland,,fest_1,fest_1_event_1,
17,18XJ1A0258,judith howland,club_2,,club_2_event_2,Participant
4066,18XJ1A0258,judith howland,,fest_2,fest_2_event_13,
43,18XJ1A0258,judith howland,club_3,,club_3_event_1,Participant
2259,18XJ1A0258,judith howland,,fest_2,fest_2_event_10,
2873,18XJ1A0258,judith howland,,fest_2,fest_2_event_15,
214,18XJ1A0258,judith howland,club_1,,club_1_event_1,Participant
4331,18XJ1A0258,judith howland,,fest_1,fest_1_event_1,
5361,18XJ1A0258,judith howland,,fest_2,fest_2_event_7,
3246,18XJ1A0258,judith howland,,fest_1,fest_1_event_6,
1970,18XJ1A0258,judith howland,,fest_2,fest_2_event_3,
3270,18XJ1A0258,judith howland,,fest_1,fest_1_event_4,
137,18XJ1A0258,judith howland,club_1,,club_1_event_3,Participant
5043,18XJ1A0258,judith howland,,fest_1,fest_1_event_11,
3070,18XJ1A0258,judith howland,,fest_2,fest_2_event_4,
3430,18XJ1A0258,judith howland,,fest_1,fest_1_event_7,
4160,18XJ1A0258,judith howland,,fest_2,fest_2_event_3,
1018,18XJ1A0258,judith howland,,fest_2,fest_2_event_12,
1878,18XJ1A0258,judith howland,,fest_1,fest_1_event_12,
3135,18XJ1A0258,judith howland,,fest_2,fest_2_event_5,
5309,18XJ1A0258,judith howland,,fest_1,fest_1_event_8,
4134,18XJ1A0258,judith howland,,fest_2,fest_2_event_6,
3311,18XJ1A0258,judith howland,,fest_1,fest_1_event_13,
4110,18XJ1A0258,judith howland,,fest_1,fest_1_event_11,
3902,18XJ1A0258,judith howland,,fest_1,fest_1_event_5,
3877,18XJ1A0258,judith howland,,fest_1,fest_1_event_10,
1472,18XJ1A0258,judith howland,,fest_1,fest_1_event_12,
1447,18XJ1A0258,judith howland,,fest_1,fest_1_event_6,
3371,18XJ1A0258,judith howland,,fest_2,fest_2_event_5,
564,18XJ1A0260,allissa biddle,club_3,,club_3_event_3,Participant
198,18XJ1A0260,allissa biddle,club_1,,club_1_event_1,Participant
508,18XJ1A0260,allissa biddle,club_3,,club_3_event_2,Participant
5080,18XJ1A0260,allissa biddle,,fest_1,fest_1_event_1,
920,18XJ1A0260,allissa biddle,club_1,,club_1_event_2,Participant
472,18XJ1A0260,allissa biddle,club_2,,club_2_event_3,Participant
439,18XJ1A0261,darrius machado,club_1,,club_1_event_1,Participant
388,18XJ1A0261,darrius machado,club_2,,club_2_event_1,Participant
462,18XJ1A0261,darrius machado,club_2,,club_2_event_3,Participant
950,18XJ1A0261,darrius machado,club_1,,club_1_event_2,Participant
1179,18XJ1A0263,jaylynn cyr,,fest_2,fest_2_event_15,
3663,18XJ1A0263,jaylynn cyr,,fest_1,fest_1_event_13,
224,18XJ1A0263,jaylynn cyr,club_3,,club_3_event_2,Participant
1265,18XJ1A0263,jaylynn cyr,,fest_2,fest_2_event_5,
3216,18XJ1A0263,jaylynn cyr,,fest_2,fest_2_event_9,
209,18XJ1A0263,jaylynn cyr,club_1,,club_1_event_2,Participant
4321,18XJ1A0263,jaylynn cyr,,fest_1,fest_1_event_10,
3261,18XJ1A0263,jaylynn cyr,,fest_1,fest_1_event_1,
2157,18XJ1A0263,jaylynn cyr,,fest_1,fest_1_event_5,
245,18XJ1A0263,jaylynn cyr,club_2,,club_2_event_1,Participant
2507,18XJ1A0263,jaylynn cyr,,fest_2,fest_1_event_2,
1846,18XJ1A0263,jaylynn cyr,,fest_2,fest_2_event_1,
2900,18XJ1A0263,jaylynn cyr,,fest_2,fest_2_event_4,
621,18XJ1A0265,sydney rowe,club_3,,club_3_event_2,Participant
328,18XJ1A0265,sydney rowe,club_2,,club_2_event_3,Participant
171,18XJ1A0267,ben alston,club_3,,club_3_event_2,Participant
364,18XJ1A0267,ben alston,club_1,,club_1_event_3,Participant
150,18XJ1A0268,ezra lord,club_2,,club_2_event_3,Participant
2622,18XJ1A0268,ezra lord,,fest_2,fest_2_event_14,
520,18XJ1A0268,ezra lord,club_2,,club_2_event_1,Participant
3530,18XJ1A0268,ezra lord,,fest_2,fest_2_event_8,
3190,18XJ1A0268,ezra lord,,fest_2,fest_2_event_5,
12,18XJ1A0268,ezra lord,club_1,,club_1_event_2,Participant
2285,18XJ1A0268,ezra lord,,fest_1,fest_1_event_1,
3317,18XJ1A0268,ezra lord,,fest_2,fest_2_event_7,
3340,18XJ1A0269,charisma wilbur,,fest_1,fest_1_event_4,
3815,18XJ1A0269,charisma wilbur,,fest_2,fest_2_event_2,
704,18XJ1A0269,charisma wilbur,club_1,,club_1_event_1,Participant
902,18XJ1A0269,charisma wilbur,club_3,,club_3_event_2,Participant
2836,18XJ1A0269,charisma wilbur,,fest_2,fest_2_event_3,
1362,18XJ1A0269,charisma wilbur,,fest_1,fest_1_event_3,
2108,18XJ1A0269,charisma wilbur,,fest_2,fest_1_event_2,
2516,18XJ1A0269,charisma wilbur,,fest_1,fest_1_event_5,
1619,18XJ1A0269,charisma wilbur,,fest_2,fest_2_event_1,
5430,18XJ1A0271,kya doss,,fest_2,fest_2_event_15,
3375,18XJ1A0271,kya doss,,fest_2,fest_1_event_2,
1248,18XJ1A0271,kya doss,,fest_2,fest_2_event_6,
4890,18XJ1A0271,kya doss,,fest_2,fest_2_event_10,
4543,18XJ1A0271,kya doss,,fest_1,fest_1_event_1,
3039,18XJ1A0271,kya doss,,fest_1,fest_1_event_13,
4577,18XJ1A0271,kya doss,,fest_1,fest_1_event_11,
3984,18XJ1A0271,kya doss,,fest_1,fest_1_event_12,
1795,18XJ1A0271,kya doss,,fest_1,fest_1_event_8,
2801,18XJ1A0271,kya doss,,fest_2,fest_2_event_9,
3834,18XJ1A0271,kya doss,,fest_2,fest_2_event_5,
1390,18XJ1A0272,miranda savage,,fest_1,fest_1_event_10,
4987,18XJ1A0272,miranda savage,,fest_2,fest_2_event_15,
5155,18XJ1A0272,miranda savage,,fest_2,fest_1_event_2,
2735,18XJ1A0272,miranda savage,,fest_1,fest_1_event_3,
3090,18XJ1A0272,miranda savage,,fest_2,fest_2_event_9,
1901,18XJ1A0272,miranda savage,,fest_2,fest_2_event_6,
4944,18XJ1A0272,miranda savage,,fest_1,fest_1_event_9,
3420,18XJ1A0272,miranda savage,,fest_2,fest_2_event_14,
5214,18XJ1A0272,miranda savage,,fest_1,fest_1_event_10,
3337,18XJ1A0272,miranda savage,,fest_2,fest_2_event_12,
3465,18XJ1A0272,miranda savage,,fest_2,fest_2_event_11,
3263,18XJ1A0272,miranda savage,,fest_1,fest_1_event_6,
4856,18XJ1A0272,miranda savage,,fest_2,fest_2_event_9,
3824,18XJ1A0272,miranda savage,,fest_2,fest_2_event_13,
1869,18XJ1A0272,miranda savage,,fest_2,fest_2_event_14,
3806,18XJ1A0272,miranda savage,,fest_1,fest_1_event_11,
2080,18XJ1A0272,miranda savage,,fest_1,fest_1_event_3,
1747,18XJ1A0272,miranda savage,,fest_2,fest_2_event_4,
3907,18XJ1A0272,miranda savage,,fest_2,fest_2_event_2,
5300,18XJ1A0272,miranda savage,,fest_1,fest_1_event_1,
1873,18XJ1A0272,miranda savage,,fest_1,fest_1_event_4,
1293,18XJ1A0272,miranda savage,,fest_2,fest_2_event_3,
2004,18XJ1A0272,miranda savage,,fest_2,fest_2_event_10,
3326,18XJ1A0272,miranda savage,,fest_2,fest_2_event_8,
2818,18XJ1A0272,miranda savage,,fest_1,fest_1_event_7,
4754,18XJ1A0272,miranda savage,,fest_2,fest_2_event_11,
4748,18XJ1A0272,miranda savage,,fest_1,fest_1_event_13,
3732,18XJ1A0272,miranda savage,,fest_1,fest_1_event_12,
1276,18XJ1A0272,miranda savage,,fest_2,fest_2_event_5,
4213,18XJ1A0272,miranda savage,,fest_1,fest_1_event_12,
1148,18XJ1A0272,miranda savage,,fest_2,fest_2_event_8,
2832,18XJ1A0272,miranda savage,,fest_1,fest_1_event_8,
4657,18XJ1A0272,miranda savage,,fest_2,fest_2_event_1,
3707,18XJ1A0272,miranda savage,,fest_2,fest_2_event_2,
1683,18XJ1A0272,miranda savage,,fest_1,fest_1_event_1,
5418,18XJ1A0272,miranda savage,,fest_1,fest_1_event_7,
2705,18XJ1A0272,miranda savage,,fest_2,fest_2_event_11,
4206,18XJ1A0272,miranda savage,,fest_2,fest_2_event_13,
5097,18XJ1A0272,miranda savage,,fest_2,fest_2_event_6,
1877,18XJ1A0272,miranda savage,,fest_2,fest_2_event_12,
2550,18XJ1A0272,miranda savage,,fest_2,fest_2_event_3,
3153,18XJ1A0272,miranda savage,,fest_2,fest_2_event_9,
4712,18XJ1A0272,miranda savage,,fest_2,fest_2_event_1,
565,18XJ1A0273,kaycee coker,club_3,,club_3_event_3,Participant
262,18XJ1A0273,kaycee coker,club_1,,club_1_event_1,Participant
512,18XJ1A0273,kaycee coker,club_1,,club_1_event_1,Participant
810,18XJ1A0273,kaycee coker,club_3,,club_3_event_1,Participant
750,18XJ1A0273,kaycee coker,club_2,,club_2_event_1,Participant
463,18XJ1A0273,kaycee coker,club_1,,club_1_event_2,Participant
5305,18XJ1A0274,alina ervin,,fest_2,fest_2_event_8,
4842,18XJ1A0274,alina ervin,,fest_1,fest_1_event_4,
2390,18XJ1A0274,alina ervin,,fest_1,fest_1_event_8,
2192,18XJ1A0274,alina ervin,,fest_1,fest_1_event_6,
5124,18XJ1A0274,alina ervin,,fest_2,fest_2_event_3,
1602,18XJ1A0274,alina ervin,,fest_2,fest_2_event_1,
3125,18XJ1A0274,alina ervin,,fest_2,fest_2_event_1,
2375,18XJ1A0274,alina ervin,,fest_2,fest_2_event_4,
1256,18XJ1A0274,alina ervin,,fest_1,fest_1_event_10,
1257,18XJ1A0274,alina ervin,,fest_2,fest_1_event_2,
966,18XJ1A0274,alina ervin,club_1,,club_1_event_2,Participant
2032,18XJ1A0274,alina ervin,,fest_2,fest_2_event_1,
4776,18XJ1A0274,alina ervin,,fest_2,fest_2_event_15,
3217,18XJ1A0274,alina ervin,,fest_1,fest_1_event_6,
1093,18XJ1A0274,alina ervin,,fest_1,fest_1_event_4,
1087,18XJ1A0274,alina ervin,,fest_1,fest_1_event_11,
1174,18XJ1A0274,alina ervin,,fest_1,fest_1_event_8,
4000,18XJ1A0274,alina ervin,,fest_2,fest_2_event_5,
1516,18XJ1A0274,alina ervin,,fest_2,fest_2_event_1,
4678,18XJ1A0274,alina ervin,,fest_2,fest_2_event_5,
743,18XJ1A0274,alina ervin,club_3,,club_3_event_3,Participant
5076,18XJ1A0274,alina ervin,,fest_2,fest_2_event_13,
4166,18XJ1A0274,alina ervin,,fest_2,fest_2_event_3,
3299,18XJ1A0274,alina ervin,,fest_2,fest_2_event_9,
1732,18XJ1A0274,alina ervin,,fest_1,fest_1_event_13,
64,18XJ1A0274,alina ervin,club_2,,club_2_event_1,Participant
1687,18XJ1A0274,alina ervin,,fest_2,fest_2_event_11,
3073,18XJ1A0274,alina ervin,,fest_2,fest_2_event_1,
3115,18XJ1A0274,alina ervin,,fest_2,fest_2_event_14,
1941,18XJ1A0274,alina ervin,,fest_2,fest_2_event_14,
1024,18XJ1A0274,alina ervin,,fest_2,fest_2_event_15,
634,18XJ1A0274,alina ervin,club_3,,club_3_event_2,Participant
4672,18XJ1A0274,alina ervin,,fest_2,fest_2_event_11,
2815,18XJ1A0274,alina ervin,,fest_2,fest_2_event_12,
2636,18XJ1A0274,alina ervin,,fest_1,fest_1_event_1,
1286,18XJ1A0274,alina ervin,,fest_2,fest_2_event_1,
3869,18XJ1A0274,alina ervin,,fest_1,fest_1_event_5,
2298,18XJ1A0274,alina ervin,,fest_2,fest_2_event_5,
4143,18XJ1A0274,alina ervin,,fest_2,fest_2_event_13,
3038,18XJ1A0275,luiz mclaughlin,,fest_2,fest_2_event_4,
2163,18XJ1A0275,luiz mclaughlin,,fest_1,fest_1_event_7,
4201,18XJ1A0275,luiz mclaughlin,,fest_2,fest_2_event_15,
1347,18XJ1A0275,luiz mclaughlin,,fest_2,fest_2_event_9,
4046,18XJ1A0275,luiz mclaughlin,,fest_1,fest_1_event_6,
1013,18XJ1A0275,luiz mclaughlin,,fest_2,fest_2_event_14,
2968,18XJ1A0275,luiz mclaughlin,,fest_1,fest_1_event_10,
1378,18XJ1A0275,luiz mclaughlin,,fest_2,fest_1_event_2,
2143,18XJ1A0275,luiz mclaughlin,,fest_1,fest_1_event_8,
4099,18XJ1A0275,luiz mclaughlin,,fest_1,fest_1_event_1,
2739,18XJ1A0275,luiz mclaughlin,,fest_1,fest_1_event_5,
3423,18XJ1A0275,luiz mclaughlin,,fest_2,fest_2_event_1,
4453,18XJ1A0276,herman turley,,fest_2,fest_2_event_1,
2474,18XJ1A0276,herman turley,,fest_2,fest_2_event_6,
1464,18XJ1A0276,herman turley,,fest_2,fest_1_event_2,
1998,18XJ1A0276,herman turley,,fest_2,fest_2_event_15,
869,18XJ1A0276,herman turley,club_3,,club_3_event_1,Participant
2005,18XJ1A0276,herman turley,,fest_2,fest_2_event_5,
1757,18XJ1A0276,herman turley,,fest_2,fest_2_event_4,
1333,18XJ1A0276,herman turley,,fest_1,fest_1_event_4,
1542,18XJ1A0276,herman turley,,fest_2,fest_2_event_3,
1160,18XJ1A0276,herman turley,,fest_1,fest_1_event_4,
3574,18XJ1A0276,herman turley,,fest_2,fest_2_event_2,
4699,18XJ1A0276,herman turley,,fest_1,fest_1_event_3,
745,18XJ1A0276,herman turley,club_2,,club_2_event_1,Participant
3686,18XJ1A0276,herman turley,,fest_1,fest_1_event_5,
2081,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_3,
2036,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_5,
1699,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_12,
5182,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_5,
4763,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_13,
1672,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_9,
1906,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_13,
4949,18XJ1A0277,keyla gorman,,fest_2,fest_1_event_2,
4335,18XJ1A0277,keyla gorman,,fest_2,fest_1_event_2,
4135,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_1,
5267,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_3,
1837,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_7,
3060,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_4,
2808,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_1,
1702,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_2,
3167,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_9,
5326,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_5,
319,18XJ1A0277,keyla gorman,club_3,,club_3_event_1,Participant
3109,18XJ1A0277,keyla gorman,,fest_2,fest_1_event_2,
2265,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_3,
1376,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_7,
286,18XJ1A0277,keyla gorman,club_2,,club_2_event_2,Participant
5092,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_13,
912,18XJ1A0277,keyla gorman,club_1,,club_1_event_1,Participant
1440,18XJ1A0277,keyla gorman,,fest_1,fest_1_event_10,
2205,18XJ1A0277,keyla gorman,,fest_2,fest_2_event_2,
